web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,image,image2,image3
"1775622422-23","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Keya Garlic Powder","55 g","₹77","₹99","22%
OFF","11 mins","ADD","","",""
"1775622422-24","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Snapin Red Chilli Flakes Seasoning","35 g","₹81","₹90","10%
OFF","11 mins","ADD","","",""
"1775622422-25","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Snapin Piri Piri Mix","10 x 4 g","₹45","₹55","18%
OFF","11 mins","ADD","","",""
"1775622422-26","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","MasterChow Crunchy Garlic Chilli Crisp","170 g","₹291","₹400","27%
OFF","11 mins","ADD","","",""
"1775622422-27","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Snapin Oregano +  Red Chilli Flakes Seasoning Combo","20 g + 35 g","₹165","₹189","12%
OFF","11 mins","ADD","","",""
"1775622422-28","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Keya Basil Leaves","12 g","₹123","₹139","11%
OFF","11 mins","ADD","","",""
"1775622422-29","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Keya Mixed Herbs Seasoning","23 g","₹119","₹139","14%
OFF","11 mins","ADD","","",""
"1775622422-30","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Keya Oregano Seasoning","50 g","₹115","₹130","11%
OFF","11 mins","ADD","","",""
"1775622422-31","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Orika Oregano Pizza Italian Seasoning","60 g","₹98","₹125","21%
OFF","11 mins","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/7efc880e-3425-41e7-8aac-9c74e19e878a.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/ui/ad_without_bg.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775622422-32","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","On1y Parsley Leaves","9 g","₹95","₹109","12%
OFF","11 mins","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/815ce5db-e664-4271-8722-29153efd0c67.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775622422-33","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Organic Box Rosemary Dried Leaves","100 g","₹174","₹299","41%
OFF","9 mins","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/4496397e-a238-4ae3-9bc6-67e915fd735d.png","","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775622422-34","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Orika Red Chilli Flakes Sprinkler","45 g","₹56","₹105","46%
OFF","11 mins","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/5e8429f8-8c8e-487b-9433-9e3f1409dbd2.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/ui/ad_without_bg.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775622422-35","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Orika Oregano Pizza Italian Seasoning","65 x 0.8 g","₹70","₹93","24%
OFF","11 mins","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/3c377299-bb93-415e-a0d2-fba4030c93cc.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/ui/ad_without_bg.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
"1775622422-36","https://blinkit.com/cn/instant-frozen-food/herbs-seasoning/cid/15/1968","Orika Oregano","16 g","₹62","₹115","46%
OFF","11 mins","ADD","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/0551a4e0-724b-4736-8db6-f5a8a62c3bc9.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/ui/ad_without_bg.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/15-mins.png"
