web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,image,image2,image3
"1775703742-225","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Chicco Apple-Banana Kids Toothpaste (6m to 6 yr)","50 g","₹122","₹159","23%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/d2aeb59e-afc6-4de0-8eeb-85dfe09f0943.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-226","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Batman Bubble Fruit Flavour Kids Toothpaste (6+ Years)","80 g","₹153","₹180","15%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/674ec4c7-39a6-443a-ba67-5a63c8c660ef.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-227","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Cocomelon Kids Toothpaste (for 2-5 Years (Strawberry))","80 g","₹153","₹180","15%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/8042ef5f-f36e-4d3c-8f14-c4f6e5c7ac3e.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-228","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Everyday Protection Sensitive Toothpaste","80 g","₹99","₹116","14%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772793693149-26.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-229","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Kids Anticavity Motu Patlu Bubble Fruit Flavour Kids Toothpaste (6+ years)","80 g","₹153","₹180","15%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/4ccf2cc4-5e2e-47de-9350-2fe095cc0608.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-230","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Lemon Fresh Gel Toothpaste","120 g","₹151","₹198","23%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/6baa7de9-7348-4f0e-b343-5c86286d0448.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-231","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate MaxFresh Fresh Tea Antibacterial Mouthwash Sachet","12 x 12 ml","₹116","₹144","19%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/d6bdb942-5406-4b1c-bb5e-063d1fd4627c.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-232","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Total Anti-Tartar Toothpaste","150 g","₹210","₹246","14%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/074cabeb-1ae2-4115-848a-2f98252c729f.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-233","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Total Charcoal Deep Clean Antibacterial Toothpaste","1 pack","₹210","₹246","14%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1772432009525-952.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-234","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Colgate Visible White O2 Whitening Toothpaste (25 g)","25 g","₹123","₹144","14%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1770709409246-97.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
